,city,number,update_time
5509,nj, 75489 ,2019-12-25
5510,cs, 20460 ,2019-12-25
5511,cd, 125150 ,2019-12-27
5512,wh, 113994 ,2019-12-27
5513,cq, 139573 ,2019-12-27
5514,bj, 89874 ,2019-12-27
5515,sz, 39336 ,2019-12-27
5516,sh, 62457 ,2019-12-27
5517,gz, 63309 ,2019-12-27
5518,hz, 60085 ,2019-12-27
5519,lf, 16072 ,2019-12-27
5520,xm, 26252 ,2019-12-27
5521,zz, 96382 ,2019-12-27
5522,hf, 60869 ,2019-12-27
5523,nj, 75788 ,2019-12-27
5524,cs, 20878 ,2019-12-27
5525,cd, 124826 ,2019-12-28
5526,wh, 113265 ,2019-12-28
5527,cq, 139805 ,2019-12-28
5528,bj, 89676 ,2019-12-28
5529,sz, 38996 ,2019-12-28
5530,sh, 62613 ,2019-12-28
5531,gz, 63267 ,2019-12-28
5532,hz, 60047 ,2019-12-28
5533,lf, 16126 ,2019-12-28
5534,xm, 26302 ,2019-12-28
5535,zz, 96642 ,2019-12-28
5536,hf, 61140 ,2019-12-28
5537,nj, 75829 ,2019-12-28
5538,cs, 21015 ,2019-12-28
5539,cd, 124881 ,2019-12-30
5540,wh, 113303 ,2019-12-30
5541,cq, 140294 ,2019-12-30
5542,bj, 89412 ,2019-12-30
5543,sz, 37705 ,2019-12-30
5544,sh, 62764 ,2019-12-30
5545,gz, 63497 ,2019-12-30
5546,hz, 59218 ,2019-12-30
5547,lf, 16158 ,2019-12-30
5548,xm, 26307 ,2019-12-30
5549,zz, 96726 ,2019-12-30
5550,hf, 60829 ,2019-12-30
5551,nj, 75978 ,2019-12-30
5552,cs, 21242 ,2019-12-30
5553,cd, 125277 ,2019-12-31
5554,wh, 98817 ,2019-12-31
5555,cq, 139613 ,2019-12-31
5556,bj, 89237 ,2019-12-31
5557,sz, 38686 ,2019-12-31
5558,sh, 62633 ,2019-12-31
5559,gz, 63247 ,2019-12-31
5560,hz, 59828 ,2019-12-31
5561,lf, 16181 ,2019-12-31
5562,xm, 26304 ,2019-12-31
5563,zz, 94712 ,2019-12-31
5564,hf, 61410 ,2019-12-31
5565,nj, 75986 ,2019-12-31
5566,cs, 21324 ,2019-12-31
5567,cd, 123998 ,2020-01-03
5568,wh, 24844 ,2020-01-03
5569,cq, 139499 ,2020-01-03
5570,bj, 88856 ,2020-01-03
5571,sz, 38477 ,2020-01-03
5572,sh, 62350 ,2020-01-03
5573,gz, 63233 ,2020-01-03
5574,hz, 59571 ,2020-01-03
5575,lf, 16107 ,2020-01-03
5576,xm, 26251 ,2020-01-03
5577,zz, 95707 ,2020-01-03
5578,hf, 61032 ,2020-01-03
5579,nj, 76044 ,2020-01-03
5580,cs, 21357 ,2020-01-03
5581,cd, 124689 ,2020-01-04
5582,wh, 25306 ,2020-01-04
5583,cq, 139898 ,2020-01-04
5584,bj, 88734 ,2020-01-04
5585,sz, 38543 ,2020-01-04
5586,sh, 62345 ,2020-01-04
5587,gz, 63338 ,2020-01-04
5588,hz, 59528 ,2020-01-04
5589,lf, 16080 ,2020-01-04
5590,xm, 26213 ,2020-01-04
5591,zz, 95990 ,2020-01-04
5592,hf, 61690 ,2020-01-04
5593,nj, 76029 ,2020-01-04
5594,cs, 21441 ,2020-01-04
5595,cd, 124931 ,2020-01-06
5596,wh, 15978 ,2020-01-06
5597,cq, 140275 ,2020-01-06
5598,bj, 88188 ,2020-01-06
5599,sz, 36746 ,2020-01-06
5600,sh, 62197 ,2020-01-06
5601,gz, 63014 ,2020-01-06
5602,hz, 59418 ,2020-01-06
5603,lf, 16068 ,2020-01-06
5604,xm, 26195 ,2020-01-06
5605,zz, 95765 ,2020-01-06
5606,hf, 61356 ,2020-01-06
5607,nj, 75841 ,2020-01-06
5608,cs, 19246 ,2020-01-06
5609,cd, 124875 ,2020-01-07
5610,wh, 21740 ,2020-01-07
5611,cq, 140489 ,2020-01-07
5612,bj, 88113 ,2020-01-07
5613,sz, 37461 ,2020-01-07
5614,sh, 62160 ,2020-01-07
5615,gz, 63123 ,2020-01-07
5616,hz, 59493 ,2020-01-07
5617,lf, 16093 ,2020-01-07
5618,xm, 26216 ,2020-01-07
5619,zz, 96169 ,2020-01-07
5620,hf, 61710 ,2020-01-07
5621,nj, 75863 ,2020-01-07
5622,cs, 20211 ,2020-01-07
5623,cd, 124902 ,2020-01-08
5624,wh, 22305 ,2020-01-08
5625,cq, 140499 ,2020-01-08
5626,bj, 88072 ,2020-01-08
5627,sz, 37444 ,2020-01-08
5628,sh, 62156 ,2020-01-08
5629,gz, 63247 ,2020-01-08
5630,hz, 59481 ,2020-01-08
5631,lf, 16088 ,2020-01-08
5632,xm, 26206 ,2020-01-08
5633,zz, 95239 ,2020-01-08
5634,hf, 61815 ,2020-01-08
5635,nj, 75843 ,2020-01-08
5636,cs, 20129 ,2020-01-08
5637,cd, 125104 ,2020-01-10
5638,wh, 31967 ,2020-01-10
5639,cq, 140632 ,2020-01-10
5640,bj, 88278 ,2020-01-10
5641,sz, 37964 ,2020-01-10
5642,sh, 62374 ,2020-01-10
5643,gz, 63351 ,2020-01-10
5644,hz, 59781 ,2020-01-10
5645,lf, 16145 ,2020-01-10
5646,xm, 26106 ,2020-01-10
5647,zz, 96536 ,2020-01-10
5648,hf, 61615 ,2020-01-10
5649,nj, 75973 ,2020-01-10
5650,cs, 21428 ,2020-01-10
5651,cd, 125343 ,2020-01-11
5652,wh, 32671 ,2020-01-11
5653,cq, 140630 ,2020-01-11
5654,bj, 88256 ,2020-01-11
5655,sz, 37800 ,2020-01-11
5656,sh, 62343 ,2020-01-11
5657,gz, 63412 ,2020-01-11
5658,hz, 59781 ,2020-01-11
5659,lf, 16152 ,2020-01-11
5660,xm, 26101 ,2020-01-11
5661,zz, 96594 ,2020-01-11
5662,hf, 61949 ,2020-01-11
5663,nj, 75946 ,2020-01-11
5664,cs, 21496 ,2020-01-11
5665,cd, 125567 ,2020-01-12
5666,wh, 34220 ,2020-01-12
5667,cq, 140753 ,2020-01-12
5668,bj, 87973 ,2020-01-12
5669,sz, 37779 ,2020-01-12
5670,sh, 62246 ,2020-01-12
5671,gz, 63512 ,2020-01-12
5672,hz, 59653 ,2020-01-12
5673,lf, 16189 ,2020-01-12
5674,xm, 26130 ,2020-01-12
5675,zz, 96780 ,2020-01-12
5676,hf, 62457 ,2020-01-12
5677,nj, 75993 ,2020-01-12
5678,cs, 21608 ,2020-01-12
5679,cd, 125719 ,2020-01-13
5680,wh, 35490 ,2020-01-13
5681,cq, 140944 ,2020-01-13
5682,bj, 87777 ,2020-01-13
5683,sz, 37633 ,2020-01-13
5684,sh, 62061 ,2020-01-13
5685,gz, 63306 ,2020-01-13
5686,hz, 59691 ,2020-01-13
5687,lf, 16201 ,2020-01-13
5688,xm, 25882 ,2020-01-13
5689,zz, 96972 ,2020-01-13
5690,hf, 61861 ,2020-01-13
5691,nj, 76059 ,2020-01-13
5692,cs, 18879 ,2020-01-13
5693,cd, 125650 ,2020-01-14
5694,wh, 36871 ,2020-01-14
5695,cq, 141115 ,2020-01-14
5696,bj, 87632 ,2020-01-14
5697,sz, 37499 ,2020-01-14
5698,sh, 61539 ,2020-01-14
5699,gz, 63452 ,2020-01-14
5700,hz, 59793 ,2020-01-14
5701,lf, 16193 ,2020-01-14
5702,xm, 26011 ,2020-01-14
5703,zz, 96969 ,2020-01-14
5704,hf, 62210 ,2020-01-14
5705,nj, 76005 ,2020-01-14
5706,cs, 20125 ,2020-01-14
5707,cd, 124431 ,2020-01-15
5708,wh, 38050 ,2020-01-15
5709,cq, 140850 ,2020-01-15
5710,bj, 87613 ,2020-01-15
5711,sz, 37394 ,2020-01-15
5712,sh, 61486 ,2020-01-15
5713,gz, 63384 ,2020-01-15
5714,hz, 59975 ,2020-01-15
5715,lf, 16184 ,2020-01-15
5716,xm, 26055 ,2020-01-15
5717,zz, 97057 ,2020-01-15
5718,hf, 62305 ,2020-01-15
5719,nj, 76026 ,2020-01-15
5720,cs, 20940 ,2020-01-15
5721,cd, 124936 ,2020-01-18
5722,wh, 39355 ,2020-01-18
5723,cq, 141124 ,2020-01-18
5724,bj, 87340 ,2020-01-18
5725,sz, 36886 ,2020-01-18
5726,sh, 61286 ,2020-01-18
5727,gz, 63275 ,2020-01-18
5728,hz, 59942 ,2020-01-18
5729,lf, 16206 ,2020-01-18
5730,xm, 26033 ,2020-01-18
5731,zz, 97528 ,2020-01-18
5732,hf, 62537 ,2020-01-18
5733,nj, 76037 ,2020-01-18
5734,cs, 19117 ,2020-01-18
5735,cd, 124977 ,2020-01-20
5736,wh, 39737 ,2020-01-20
5737,cq, 141220 ,2020-01-20
5738,bj, 86959 ,2020-01-20
5739,sz, 36827 ,2020-01-20
5740,sh, 61170 ,2020-01-20
5741,gz, 63069 ,2020-01-20
5742,hz, 59836 ,2020-01-20
5743,lf, 16211 ,2020-01-20
5744,xm, 25990 ,2020-01-20
5745,zz, 97482 ,2020-01-20
5746,hf, 62627 ,2020-01-20
5747,nj, 75996 ,2020-01-20
5748,cs, 19472 ,2020-01-20
5749,cd, 124380 ,2020-01-21
5750,wh, 39796 ,2020-01-21
5751,cq, 141510 ,2020-01-21
5752,bj, 86871 ,2020-01-21
5753,sz, 36383 ,2020-01-21
5754,sh, 61116 ,2020-01-21
5755,gz, 62893 ,2020-01-21
5756,hz, 59816 ,2020-01-21
5757,lf, 16198 ,2020-01-21
5758,xm, 25960 ,2020-01-21
5759,zz, 97487 ,2020-01-21
5760,hf, 62584 ,2020-01-21
5761,nj, 75942 ,2020-01-21
5762,cs, 19523 ,2020-01-21
5763,cd, 124328 ,2020-01-29
5764,wh, 39792 ,2020-01-29
5765,cq, 141630 ,2020-01-29
5766,bj, 86802 ,2020-01-29
5767,sz, 34323 ,2020-01-29
5768,sh, 61106 ,2020-01-29
5769,gz, 62887 ,2020-01-29
5770,hz, 59807 ,2020-01-29
5771,lf, 16183 ,2020-01-29
5772,xm, 25945 ,2020-01-29
5773,zz, 97561 ,2020-01-29
5774,hf, 62563 ,2020-01-29
5775,nj, 75911 ,2020-01-29
5776,cs, 19555 ,2020-01-29
5777,cd, 124322 ,2020-01-31
5778,wh, 39785 ,2020-01-31
5779,cq, 141633 ,2020-01-31
5780,bj, 86780 ,2020-01-31
5781,sz, 33626 ,2020-01-31
5782,sh, 61087 ,2020-01-31
5783,gz, 62892 ,2020-01-31
5784,hz, 59804 ,2020-01-31
5785,lf, 16190 ,2020-01-31
5786,xm, 25946 ,2020-01-31
5787,zz, 97608 ,2020-01-31
5788,hf, 62560 ,2020-01-31
5789,nj, 75889 ,2020-01-31
5790,cs, 19583 ,2020-01-31
5791,cd, 124245 ,2020-02-02
5792,wh, 39781 ,2020-02-02
5793,cq, 141643 ,2020-02-02
5794,bj, 86753 ,2020-02-02
5795,sz, 33283 ,2020-02-02
5796,sh, 61048 ,2020-02-02
5797,gz, 62893 ,2020-02-02
5798,hz, 59767 ,2020-02-02
5799,lf, 16189 ,2020-02-02
5800,xm, 25941 ,2020-02-02
5801,zz, 97639 ,2020-02-02
5802,hf, 62536 ,2020-02-02
5803,nj, 75876 ,2020-02-02
5804,cs, 19590 ,2020-02-02
5805,cd, 124206 ,2020-02-03
5806,wh, 39776 ,2020-02-03
5807,cq, 141539 ,2020-02-03
5808,bj, 86717 ,2020-02-03
5809,sz, 32839 ,2020-02-03
5810,sh, 61005 ,2020-02-03
5811,gz, 62890 ,2020-02-03
5812,hz, 59751 ,2020-02-03
5813,lf, 16192 ,2020-02-03
5814,xm, 25945 ,2020-02-03
5815,zz, 97715 ,2020-02-03
5816,hf, 62463 ,2020-02-03
5817,nj, 75842 ,2020-02-03
5818,cs, 19629 ,2020-02-03
5819,cd, 124156 ,2020-02-05
5820,wh, 39771 ,2020-02-05
5821,cq, 141307 ,2020-02-05
5822,bj, 86700 ,2020-02-05
5823,sz, 32441 ,2020-02-05
5824,sh, 60226 ,2020-02-05
5825,gz, 62874 ,2020-02-05
5826,hz, 59739 ,2020-02-05
5827,lf, 16193 ,2020-02-05
5828,xm, 25949 ,2020-02-05
5829,zz, 97786 ,2020-02-05
5830,hf, 62395 ,2020-02-05
5831,nj, 75841 ,2020-02-05
5832,cs, 19661 ,2020-02-05
5833,cd, 123676 ,2020-02-06
5834,wh, 39740 ,2020-02-06
5835,cq, 140702 ,2020-02-06
5836,bj, 86582 ,2020-02-06
5837,sz, 32259 ,2020-02-06
5838,sh, 60346 ,2020-02-06
5839,gz, 62836 ,2020-02-06
5840,hz, 59727 ,2020-02-06
5841,lf, 16179 ,2020-02-06
5842,xm, 25920 ,2020-02-06
5843,zz, 97776 ,2020-02-06
5844,hf, 62288 ,2020-02-06
5845,nj, 75782 ,2020-02-06
5846,cs, 19686 ,2020-02-06
5847,cd, 123698 ,2020-02-07
5848,wh, 39715 ,2020-02-07
5849,cq, 140427 ,2020-02-07
5850,bj, 86520 ,2020-02-07
5851,sz, 32094 ,2020-02-07
5852,sh, 60316 ,2020-02-07
5853,gz, 62823 ,2020-02-07
5854,hz, 59722 ,2020-02-07
5855,lf, 16176 ,2020-02-07
5856,xm, 25905 ,2020-02-07
5857,zz, 97782 ,2020-02-07
5858,hf, 62242 ,2020-02-07
5859,nj, 75752 ,2020-02-07
5860,cs, 19673 ,2020-02-07
5861,cd, 123707 ,2020-02-08
5862,wh, 39716 ,2020-02-08
5863,cq, 139894 ,2020-02-08
5864,bj, 86488 ,2020-02-08
5865,sz, 32007 ,2020-02-08
5866,sh, 60320 ,2020-02-08
5867,gz, 62807 ,2020-02-08
5868,hz, 59720 ,2020-02-08
5869,lf, 16172 ,2020-02-08
5870,xm, 25918 ,2020-02-08
5871,zz, 97811 ,2020-02-08
5872,hf, 62180 ,2020-02-08
5873,nj, 75736 ,2020-02-08
5874,cs, 19682 ,2020-02-08
5875,cd, 123697 ,2020-02-12
5876,wh, 39489 ,2020-02-12
5877,cq, 137928 ,2020-02-12
5878,bj, 86294 ,2020-02-12
5879,sz, 31595 ,2020-02-12
5880,sh, 60262 ,2020-02-12
5881,gz, 60974 ,2020-02-12
5882,hz, 59502 ,2020-02-12
5883,lf, 16170 ,2020-02-12
5884,xm, 25725 ,2020-02-12
5885,zz, 97941 ,2020-02-12
5886,hf, 61801 ,2020-02-12
5887,nj, 75306 ,2020-02-12
5888,cs, 19666 ,2020-02-12
5889,cd, 122920 ,2020-02-13
5890,wh, 39492 ,2020-02-13
5891,cq, 137876 ,2020-02-13
5892,bj, 85860 ,2020-02-13
5893,sz, 31552 ,2020-02-13
5894,sh, 59596 ,2020-02-13
5895,gz, 61087 ,2020-02-13
5896,hz, 58709 ,2020-02-13
5897,lf, 16031 ,2020-02-13
5898,xm, 25725 ,2020-02-13
5899,zz, 97618 ,2020-02-13
5900,hf, 61185 ,2020-02-13
5901,nj, 75306 ,2020-02-13
5902,cs, 19114 ,2020-02-13
5903,cd, 123055 ,2020-02-14
5904,wh, 39496 ,2020-02-14
5905,cq, 137769 ,2020-02-14
5906,bj, 86033 ,2020-02-14
5907,sz, 31609 ,2020-02-14
5908,sh, 59718 ,2020-02-14
5909,gz, 61156 ,2020-02-14
5910,hz, 58837 ,2020-02-14
5911,lf, 16055 ,2020-02-14
5912,xm, 25732 ,2020-02-14
5913,zz, 97314 ,2020-02-14
5914,hf, 60668 ,2020-02-14
5915,nj, 75299 ,2020-02-14
5916,cs, 19220 ,2020-02-14
5917,cd, 120957 ,2020-02-15
5918,wh, 39492 ,2020-02-15
5919,cq, 137622 ,2020-02-15
5920,bj, 85822 ,2020-02-15
5921,sz, 31785 ,2020-02-15
5922,sh, 59279 ,2020-02-15
5923,gz, 61244 ,2020-02-15
5924,hz, 57968 ,2020-02-15
5925,lf, 15955 ,2020-02-15
5926,xm, 25745 ,2020-02-15
5927,zz, 97421 ,2020-02-15
5928,hf, 60673 ,2020-02-15
5929,nj, 75285 ,2020-02-15
5930,cs, 18679 ,2020-02-15
5931,cd, 121316 ,2020-02-16
5932,wh, 39490 ,2020-02-16
5933,cq, 137514 ,2020-02-16
5934,bj, 85859 ,2020-02-16
5935,sz, 31834 ,2020-02-16
5936,sh, 59352 ,2020-02-16
5937,gz, 61280 ,2020-02-16
5938,hz, 57849 ,2020-02-16
5939,lf, 15971 ,2020-02-16
5940,xm, 25745 ,2020-02-16
5941,zz, 97455 ,2020-02-16
5942,hf, 60543 ,2020-02-16
5943,nj, 75277 ,2020-02-16
5944,cs, 18608 ,2020-02-16
5945,cd, 120544 ,2020-02-18
5946,wh, 39098 ,2020-02-18
5947,cq, 136882 ,2020-02-18
5948,bj, 85721 ,2020-02-18
5949,sz, 31555 ,2020-02-18
5950,sh, 59515 ,2020-02-18
5951,gz, 61067 ,2020-02-18
5952,hz, 57588 ,2020-02-18
5953,lf, 16522 ,2020-02-18
5954,xm, 25551 ,2020-02-18
5955,zz, 96994 ,2020-02-18
5956,hf, 60429 ,2020-02-18
5957,nj, 74667 ,2020-02-18
5958,cs, 19805 ,2020-02-18
5959,cd, 120012 ,2020-02-20
5960,wh, 38819 ,2020-02-20
5961,cq, 136161 ,2020-02-20
5962,bj, 86061 ,2020-02-20
5963,sz, 32121 ,2020-02-20
5964,sh, 59761 ,2020-02-20
5965,gz, 61297 ,2020-02-20
5966,hz, 57325 ,2020-02-20
5967,lf, 16497 ,2020-02-20
5968,xm, 25495 ,2020-02-20
5969,zz, 96718 ,2020-02-20
5970,hf, 60392 ,2020-02-20
5971,nj, 73629 ,2020-02-20
5972,cs, 23700 ,2020-02-20
5973,cd, 119644 ,2020-02-23
5974,wh, 38515 ,2020-02-23
5975,cq, 135588 ,2020-02-23
5976,bj, 86089 ,2020-02-23
5977,sz, 32001 ,2020-02-23
5978,sh, 59670 ,2020-02-23
5979,gz, 61457 ,2020-02-23
5980,hz, 57477 ,2020-02-23
5981,lf, 16470 ,2020-02-23
5982,xm, 25412 ,2020-02-23
5983,zz, 96399 ,2020-02-23
5984,hf, 60251 ,2020-02-23
5985,nj, 72932 ,2020-02-23
5986,cs, 23918 ,2020-02-23
5987,cd, 120283 ,2020-02-26
5988,wh, 38145 ,2020-02-26
5989,cq, 134097 ,2020-02-26
5990,bj, 86495 ,2020-02-26
5991,sz, 32134 ,2020-02-26
5992,sh, 57924 ,2020-02-26
5993,gz, 61532 ,2020-02-26
5994,hz, 57938 ,2020-02-26
5995,lf, 16528 ,2020-02-26
5996,xm, 25480 ,2020-02-26
5997,zz, 95896 ,2020-02-26
5998,hf, 60076 ,2020-02-26
5999,nj, 72891 ,2020-02-26
6000,cs, 22279 ,2020-02-26
6001,cd, 123057 ,2020-02-28
6002,wh, 38416 ,2020-02-28
6003,cq, 134833 ,2020-02-28
6004,bj, 87119 ,2020-02-28
6005,sz, 33198 ,2020-02-28
6006,sh, 58638 ,2020-02-28
6007,gz, 61979 ,2020-02-28
6008,hz, 58762 ,2020-02-28
6009,lf, 16800 ,2020-02-28
6010,xm, 25747 ,2020-02-28
6011,zz, 96795 ,2020-02-28
6012,hf, 58762 ,2020-02-28
6013,nj, 73144 ,2020-02-28
6014,cs, 24414 ,2020-02-28
6015,cd, 125790 ,2020-03-06
6016,wh, 38944 ,2020-03-06
6017,cq, 134869 ,2020-03-06
6018,bj, 87942 ,2020-03-06
6019,sz, 35022 ,2020-03-06
6020,sh, 59614 ,2020-03-06
6021,gz, 62966 ,2020-03-06
6022,hz, 58809 ,2020-03-06
6023,lf, 16919 ,2020-03-06
6024,xm, 25918 ,2020-03-06
6025,zz, 97103 ,2020-03-06
6026,hf, 59345 ,2020-03-06
6027,nj, 75261 ,2020-03-06
6028,cs, 24194 ,2020-03-06
6029,cd, 126518 ,2020-03-07
6030,wh, 38953 ,2020-03-07
6031,cq, 134990 ,2020-03-07
6032,bj, 88034 ,2020-03-07
6033,sz, 35245 ,2020-03-07
6034,sh, 59769 ,2020-03-07
6035,gz, 62728 ,2020-03-07
6036,hz, 57661 ,2020-03-07
6037,lf, 16924 ,2020-03-07
6038,xm, 25925 ,2020-03-07
6039,zz, 97252 ,2020-03-07
6040,hf, 59363 ,2020-03-07
6041,nj, 75263 ,2020-03-07
6042,cs, 24295 ,2020-03-07
6043,cd, 127189 ,2020-03-10
6044,wh, 38966 ,2020-03-10
6045,cq, 135720 ,2020-03-10
6046,bj, 88239 ,2020-03-10
6047,sz, 35913 ,2020-03-10
6048,sh, 60005 ,2020-03-10
6049,gz, 63247 ,2020-03-10
6050,hz, 58164 ,2020-03-10
6051,lf, 17979 ,2020-03-10
6052,xm, 26077 ,2020-03-10
6053,zz, 95277 ,2020-03-10
6054,hf, 58647 ,2020-03-10
6055,nj, 75887 ,2020-03-10
6056,cs, 23151 ,2020-03-10
6057,cd, 127349 ,2020-03-11
6058,wh, 38980 ,2020-03-11
6059,cq, 136519 ,2020-03-11
6060,bj, 88385 ,2020-03-11
6061,sz, 36412 ,2020-03-11
6062,sh, 60160 ,2020-03-11
6063,gz, 63315 ,2020-03-11
6064,hz, 58869 ,2020-03-11
6065,lf, 18013 ,2020-03-11
6066,xm, 26139 ,2020-03-11
6067,zz, 96415 ,2020-03-11
6068,hf, 59224 ,2020-03-11
6069,nj, 76279 ,2020-03-11
6070,cs, 24550 ,2020-03-11
6071,cd, 125277 ,2020-03-12
6072,wh, 38978 ,2020-03-12
6073,cq, 136063 ,2020-03-12
6074,bj, 88150 ,2020-03-12
6075,sz, 36013 ,2020-03-12
6076,sh, 60156 ,2020-03-12
6077,gz, 63319 ,2020-03-12
6078,hz, 58875 ,2020-03-12
6079,lf, 18001 ,2020-03-12
6080,xm, 26095 ,2020-03-12
6081,zz, 96316 ,2020-03-12
6082,hf, 59176 ,2020-03-12
6083,nj, 76159 ,2020-03-12
6084,cs, 24528 ,2020-03-12
6085,cd, 129048 ,2020-03-14
6086,wh, 38486 ,2020-03-14
6087,cq, 137097 ,2020-03-14
6088,bj, 88579 ,2020-03-14
6089,sz, 36778 ,2020-03-14
6090,sh, 60531 ,2020-03-14
6091,gz, 63584 ,2020-03-14
6092,hz, 58948 ,2020-03-14
6093,lf, 18048 ,2020-03-14
6094,xm, 26223 ,2020-03-14
6095,zz, 97408 ,2020-03-14
6096,hf, 59551 ,2020-03-14
6097,nj, 76572 ,2020-03-14
6098,cs, 24949 ,2020-03-14
6099,cd, 129221 ,2020-03-15
6100,wh, 38504 ,2020-03-15
6101,cq, 137452 ,2020-03-15
6102,bj, 88572 ,2020-03-15
6103,sz, 36791 ,2020-03-15
6104,sh, 60541 ,2020-03-15
6105,gz, 63816 ,2020-03-15
6106,hz, 59137 ,2020-03-15
6107,lf, 18074 ,2020-03-15
6108,xm, 26277 ,2020-03-15
6109,zz, 97634 ,2020-03-15
6110,hf, 59722 ,2020-03-15
6111,nj, 76750 ,2020-03-15
6112,cs, 25012 ,2020-03-15
6113,cd, 129450 ,2020-03-16
6114,wh, 38517 ,2020-03-16
6115,cq, 137971 ,2020-03-16
6116,bj, 88601 ,2020-03-16
6117,sz, 36869 ,2020-03-16
6118,sh, 60617 ,2020-03-16
6119,gz, 64076 ,2020-03-16
6120,hz, 58051 ,2020-03-16
6121,lf, 18129 ,2020-03-16
6122,xm, 26323 ,2020-03-16
6123,zz, 98162 ,2020-03-16
6124,hf, 59980 ,2020-03-16
6125,nj, 77036 ,2020-03-16
6126,cs, 25218 ,2020-03-16
6127,cd, 129544 ,2020-03-17
6128,wh, 38529 ,2020-03-17
6129,cq, 138290 ,2020-03-17
6130,bj, 88578 ,2020-03-17
6131,sz, 36554 ,2020-03-17
6132,sh, 60609 ,2020-03-17
6133,gz, 63993 ,2020-03-17
6134,hz, 58939 ,2020-03-17
6135,lf, 18171 ,2020-03-17
6136,xm, 26374 ,2020-03-17
6137,zz, 96394 ,2020-03-17
6138,hf, 59597 ,2020-03-17
6139,nj, 77126 ,2020-03-17
6140,cs, 23873 ,2020-03-17
6141,cd, 129785 ,2020-03-18
6142,wh, 38583 ,2020-03-18
6143,cq, 138284 ,2020-03-18
6144,bj, 88571 ,2020-03-18
6145,sz, 35978 ,2020-03-18
6146,sh, 60607 ,2020-03-18
6147,gz, 64161 ,2020-03-18
6148,hz, 59241 ,2020-03-18
6149,lf, 18185 ,2020-03-18
6150,xm, 26431 ,2020-03-18
6151,zz, 96389 ,2020-03-18
6152,hf, 59914 ,2020-03-18
6153,nj, 77227 ,2020-03-18
6154,cs, 24506 ,2020-03-18
6155,cd, 129939 ,2020-03-19
6156,wh, 38597 ,2020-03-19
6157,cq, 138970 ,2020-03-19
6158,bj, 88684 ,2020-03-19
6159,sz, 36831 ,2020-03-19
6160,sh, 60668 ,2020-03-19
6161,gz, 64229 ,2020-03-19
6162,hz, 59745 ,2020-03-19
6163,lf, 18235 ,2020-03-19
6164,xm, 26471 ,2020-03-19
6165,zz, 98006 ,2020-03-19
6166,hf, 60326 ,2020-03-19
6167,nj, 77568 ,2020-03-19
6168,cs, 25307 ,2020-03-19
6169,cd, 129541 ,2020-03-20
6170,wh, 38632 ,2020-03-20
6171,cq, 139441 ,2020-03-20
6172,bj, 88826 ,2020-03-20
6173,sz, 37035 ,2020-03-20
6174,sh, 60801 ,2020-03-20
6175,gz, 64327 ,2020-03-20
6176,hz, 59817 ,2020-03-20
6177,lf, 18270 ,2020-03-20
6178,xm, 26509 ,2020-03-20
6179,zz, 98538 ,2020-03-20
6180,hf, 60556 ,2020-03-20
6181,nj, 77228 ,2020-03-20
6182,cs, 25467 ,2020-03-20
6183,cd, 131177 ,2020-03-21
6184,wh, 38662 ,2020-03-21
6185,cq, 140731 ,2020-03-21
6186,bj, 88973 ,2020-03-21
6187,sz, 37702 ,2020-03-21
6188,sh, 59518 ,2020-03-21
6189,gz, 64682 ,2020-03-21
6190,hz, 60039 ,2020-03-21
6191,lf, 18372 ,2020-03-21
6192,xm, 26584 ,2020-03-21
6193,zz, 99228 ,2020-03-21
6194,hf, 60976 ,2020-03-21
6195,nj, 78085 ,2020-03-21
6196,cs, 25767 ,2020-03-21
6197,cd, 131092 ,2020-03-22
6198,wh, 38663 ,2020-03-22
6199,cq, 140549 ,2020-03-22
6200,bj, 88854 ,2020-03-22
6201,sz, 37540 ,2020-03-22
6202,sh, 59532 ,2020-03-22
6203,gz, 64660 ,2020-03-22
6204,hz, 59996 ,2020-03-22
6205,lf, 18368 ,2020-03-22
6206,xm, 26584 ,2020-03-22
6207,zz, 99209 ,2020-03-22
6208,hf, 61100 ,2020-03-22
6209,nj, 78057 ,2020-03-22
6210,cs, 25762 ,2020-03-22
6211,cd, 131543 ,2020-03-23
6212,wh, 38671 ,2020-03-23
6213,cq, 141306 ,2020-03-23
6214,bj, 88940 ,2020-03-23
6215,sz, 37637 ,2020-03-23
6216,sh, 59684 ,2020-03-23
6217,gz, 64840 ,2020-03-23
6218,hz, 59843 ,2020-03-23
6219,lf, 18413 ,2020-03-23
6220,xm, 26671 ,2020-03-23
6221,zz, 99799 ,2020-03-23
6222,hf, 59836 ,2020-03-23
6223,nj, 78270 ,2020-03-23
6224,cs, 26028 ,2020-03-23
6225,cd, 131694 ,2020-03-24
6226,wh, 38685 ,2020-03-24
6227,cq, 141938 ,2020-03-24
6228,bj, 88996 ,2020-03-24
6229,sz, 37476 ,2020-03-24
6230,sh, 59737 ,2020-03-24
6231,gz, 64933 ,2020-03-24
6232,hz, 60077 ,2020-03-24
6233,lf, 18539 ,2020-03-24
6234,xm, 26740 ,2020-03-24
6235,zz, 98331 ,2020-03-24
6236,hf, 61147 ,2020-03-24
6237,nj, 78294 ,2020-03-24
6238,cs, 24834 ,2020-03-24
6239,cd, 131698 ,2020-03-25
6240,wh, 38689 ,2020-03-25
6241,cq, 141953 ,2020-03-25
6242,bj, 88989 ,2020-03-25
6243,sz, 37188 ,2020-03-25
6244,sh, 59705 ,2020-03-25
